prompt_idx,layer,logit_diff,cos,proj_cos,mask_cos,mask_proj_cos,rank,proj_rank
3,31,159.7705078125,0.11410073935985565,0.15539954602718353,0.06387414038181305,0.06046391278505325,0.507,0.007000000000000006
4,0,24.090097427368164,-0.0121022779494524,0.01123843900859356,0.004742469638586044,0.025122789666056633,0.6435,0.5695
4,1,21.998573303222656,-0.0359928160905838,-0.011969277635216713,-0.0416889451444149,-0.001742879394441843,0.928,0.952
4,2,40.491004943847656,-0.04569453001022339,0.01999303698539734,-0.03453975170850754,0.045474451035261154,0.989,0.6835
4,3,58.414451599121094,-0.026865532621741295,0.03130611032247543,-0.030764050781726837,0.02328450232744217,0.954,0.5860000000000001
4,4,99.68194580078125,-0.05269107595086098,-0.01174292340874672,-0.04925275593996048,-0.007918263785541058,0.992,0.9285
4,5,124.6158447265625,-0.05127526819705963,-0.0023953085765242577,-0.04228280112147331,-0.0037954002618789673,0.9835,0.8634999999999999
4,6,180.59625244140625,-0.039057787507772446,-0.015334643423557281,-0.038065746426582336,-0.01295654010027647,0.9995,0.919
4,7,180.09446716308594,-0.0459449365735054,-0.023552685976028442,-0.05653974786400795,-0.02475486882030964,0.997,0.9345
4,8,181.9291534423828,-0.06872924417257309,-0.026966450735926628,-0.05837186425924301,-0.016763143241405487,0.991,0.9405
4,9,211.93748474121094,-0.07184289395809174,-0.04831933230161667,-0.06872919201850891,-0.031076714396476746,0.987,0.983
4,10,239.650390625,-0.07458145171403885,-0.049910448491573334,-0.06665942817926407,-0.035340264439582825,0.9925,0.982
4,11,240.3343963623047,-0.06580633670091629,-0.043279364705085754,-0.023574670776724815,0.003095237072557211,0.994,0.976
4,12,239.24697875976562,-0.07017072290182114,-0.05388519540429115,-0.047480951994657516,-0.02308317832648754,0.995,0.989
4,13,236.7857666015625,-0.04772068187594414,-0.03365965932607651,-0.014958145096898079,-0.0006216662004590034,0.993,0.9665
4,14,260.21124267578125,-0.05985502526164055,-0.05734480917453766,-0.03737901151180267,-0.03330288082361221,0.986,0.9885
4,15,248.44412231445312,-0.041227661073207855,-0.05332488566637039,-0.029839759692549706,-0.040609922260046005,0.9915,0.983
4,16,233.52366638183594,-0.0641726478934288,-0.06654422730207443,-0.05849969759583473,-0.05726442113518715,0.9865,0.9895
4,17,268.680419921875,-0.04533802717924118,-0.052909236401319504,-0.05922525376081467,-0.05179890990257263,0.9885,0.975
4,18,229.88104248046875,-0.04796229302883148,-0.056550875306129456,-0.07017876207828522,-0.07438497990369797,0.983,0.984
4,19,246.31678771972656,-0.03688741847872734,-0.031173842027783394,-0.03610662743449211,-0.023433852940797806,0.986,0.9435
4,20,230.43154907226562,-0.051460087299346924,-0.04009502753615379,-0.0739721804857254,-0.051018502563238144,0.9915,0.9485
4,21,253.92079162597656,-0.0533633828163147,-0.03114234283566475,-0.06394387036561966,-0.03916227072477341,0.989,0.9235
4,22,250.29522705078125,-0.057643719017505646,-0.03230384364724159,-0.06375765800476074,-0.03583427518606186,0.987,0.9205
4,23,260.47900390625,-0.05069604516029358,-0.025279738008975983,-0.06013192608952522,-0.03459947183728218,0.98,0.9075
4,24,254.40599060058594,-0.04955041781067848,-0.03295157477259636,-0.04605034738779068,-0.015926681458950043,0.991,0.9175
4,25,242.4852294921875,-0.047858454287052155,-0.02799675241112709,-0.04888147860765457,-0.013517328538000584,0.9885,0.91
4,26,247.93128967285156,-0.059244636446237564,-0.03210734948515892,-0.05290014669299126,-0.013276631012558937,0.9825,0.914
4,27,248.95338439941406,-0.062138888984918594,-0.039277851581573486,-0.058171555399894714,-0.032124824821949005,0.9885,0.9295
4,28,260.0657043457031,-0.06271246820688248,-0.02863607183098793,-0.0537736713886261,-0.020270925015211105,0.9805,0.9115
4,29,218.46554565429688,-0.06948937475681305,-0.03609655797481537,-0.04529940336942673,-0.030433231964707375,0.989,0.9255
4,30,209.0493927001953,-0.07477618753910065,-0.0333641842007637,-0.05144217982888222,-0.06603017449378967,0.9845,0.9165
4,31,187.10328674316406,-0.08185902237892151,-0.02839217148721218,-0.09196235984563828,-0.09710186719894409,0.8995,0.9105
